Commercial AO designator,CFN,CFN suffix,ATC AO designator,ATC flight id,Start of period of operation,End of period of operation,Days of operation,ICAO ADEP,EOBT,ICAO ADES,ETA,ICAO aircraft type,No-change indicator,Change-actions indicator,Call-sign format,Next CFN
AF,5606,,AFR,5606,28MAR11,28OCT11,12345,LFBO,1615,LFMN,1735,BAT7,N,,,
AF,5606,,AFR,5606,03JUL11,04SEP11,7,LFBO,1330,LFMN,1450,BAT7,N,,,
AF,5606,,AFR,5606,11SEP11,23OCT11,7,LFBO,1315,LFMN,1435,BAT7,N,,,
AF,5616,,AFR,5616,27MAR11,29OCT11,1234567,LFML,0605,LIRF,0740,BAT7,N,,,
AF,5617,,AFR,5617,27MAR11,29OCT11,1234567,LIRF,0840,LFML,1025,BAT7,N,,,
AF,5618,,AFR,5618,27MAR11,29OCT11,1234567,LFML,1625,LIRF,1800,BAT7,N,,,
AF,5619,,AFR,5619,27MAR11,29OCT11,1234567,LIRF,1930,LFML,2115,BAT7,N,,,
AF,5650,,AFR,5650,27MAR11,15JUL11,123457,LFBO,1515,LFRS,1615,BCR7,N,,,
AF,5650,,AFR,5650,17JUL11,04SEP11,7,LFBO,1515,LFRS,1615,BCRJ,N,,,
AF,5650,,AFR,5650,18JUL11,09SEP11,12345,LFBO,1515,LFRS,1615,BCR7,N,,,
AF,5650,,AFR,5650,11SEP11,28OCT11,123457,LFBO,1515,LFRS,1615,BCR7,N,,,
AF,5651,,AFR,5651,27MAR11,15JUL11,123457,LFRS,1340,LFBO,1440,BCR7,N,,,
AF,5651,,AFR,5651,17JUL11,04SEP11,7,LFRS,1340,LFBO,1440,BCRJ,N,,,
AF,5651,,AFR,5651,18JUL11,09SEP11,12345,LFRS,1340,LFBO,1440,BCR7,N,,,
AF,5651,,AFR,5651,11SEP11,28OCT11,123457,LFRS,1340,LFBO,1440,BCR7,N,,,
AF,5652,,AFR,5652,27MAR11,28OCT11,123457,LFBO,1830,LFRS,1930,BCR7,N,,,
AF,5653,,AFR,5653,27MAR11,28OCT11,123457,LFRS,1650,LFBO,1750,BCR7,N,,,
AF,5656,,AFR,5656,28MAR11,28OCT11,12345,LFBO,0620,LFRS,0720,BCR7,N,,,
AF,5656,,AFR,5656,02APR11,09JUL11,6,LFBO,0705,LFRS,0805,BCR7,N,,,
AF,5656,,AFR,5656,16JUL11,03SEP11,6,LFBO,0620,LFRS,0720,BCRJ,N,,,
AF,5656,,AFR,5656,10SEP11,29OCT11,6,LFBO,0705,LFRS,0805,BCR7,N,,,
AF,5657,,AFR,5657,28MAR11,28OCT11,12345,LFRS,0440,LFBO,0540,BCR7,N,,,
AF,5657,,AFR,5657,02APR11,09JUL11,6,LFRS,0530,LFBO,0630,BCR7,N,,,
AF,5657,,AFR,5657,16JUL11,03SEP11,6,LFRS,0440,LFBO,0540,BCRJ,N,,,
AF,5657,,AFR,5657,10SEP11,29OCT11,6,LFRS,0530,LFBO,0630,BCR7,N,,,
AF,5658,,AFR,5658,25JUN11,03SEP11,6,LFRN,0920,LFMT,1035,BCRJ,N,,,
AF,5659,,AFR,5659,25JUN11,03SEP11,6,LFMT,1110,LFRN,1230,BCRJ,N,,,
AF,5660,,AFR,5660,28MAR11,29OCT11,123456,LFPO,0645,LFRQ,0750,BCR7,N,,,
AF,5661,,AFR,5661,28MAR11,29OCT11,123456,LFRQ,0455,LFPO,0605,BCR7,N,,,
AF,5662,,AFR,5662,27MAR11,28OCT11,123457,LFPO,1510,LFRQ,1615,BCR7,N,,,
AF,5663,,AFR,5663,27MAR11,29OCT11,1234567,LFRQ,0840,LFPO,0950,BCR7,N,,,
AF,5664,,AFR,5664,28MAR11,29OCT11,123456,LFPO,1105,LFRQ,1210,BCR7,N,,,
AF,5665,,AFR,5665,28MAR11,28OCT11,12345,LFRQ,1245,LFPO,1355,BCR7,N,,,
AF,5666,,AFR,5666,27MAR11,28OCT11,123457,LFPO,1850,LFRQ,1955,BCR7,N,,,
AF,5667,,AFR,5667,27MAR11,28OCT11,123457,LFRQ,1655,LFPO,1810,BCR7,N,,,
AF,5668,,AFR,5668,04JUN11,17SEP11,6,LFKJ,1530,LFRQ,1735,BCR7,N,,,
AF,5669,,AFR,5669,04JUN11,17SEP11,6,LFRQ,1250,LFKJ,1445,BCR7,N,,,
AF,5676,,AFR,5676,28MAR11,28OCT11,12345,LFBL,1135,LFLL,1240,BAT4,N,,,
AF,5677,,AFR,5677,28MAR11,28OCT11,12345,LFLL,1315,LFBL,1420,BAT4,N,,,
AF,5678,,AFR,5678,07MAY11,14MAY11,6,LFKF,1120,LFRS,1315,BCR7,N,,,
AF,5678,,AFR,5678,21MAY11,18JUN11,6,LFKF,1645,LFRS,1840,BCR7,N,,,
AF,5678,,AFR,5678,25JUN11,03SEP11,6,LFKF,1645,LFRS,1840,CRJ2,N,,,
AF,5678,,AFR,5678,17JUL11,04SEP11,7,LFKF,1410,LFRS,1605,BCR7,N,,,
AF,5678,,AFR,5678,10SEP11,17SEP11,6,LFKF,1645,LFRS,1840,BCR7,N,,,
AF,5679,,AFR,5679,07MAY11,18JUN11,6,LFRS,0845,LFKF,1035,BCR7,N,,,
AF,5679,,AFR,5679,25JUN11,03SEP11,6,LFRS,0845,LFKF,1035,CRJ2,N,,,
AF,5679,,AFR,5679,17JUL11,04SEP11,7,LFRS,1145,LFKF,1335,BCR7,N,,,
AF,5679,,AFR,5679,10SEP11,17SEP11,6,LFRS,0845,LFKF,1035,BCR7,N,,,
AF,5680,,AFR,5680,28MAR11,28OCT11,12345,LFCR,0435,LFPO,0550,BCRJ,N,,,
AF,5680,,AFR,5680,02APR11,29OCT11,6,LFCR,0535,LFPO,0650,BCRJ,N,,,
AF,5681,,AFR,5681,28MAR11,28OCT11,12345,LFPO,0625,LFCR,0730,BCRJ,N,,,
AF,5681,,AFR,5681,02APR11,29OCT11,6,LFPO,0725,LFCR,0830,BCRJ,N,,,
AF,5682,,AFR,5682,27MAR11,23OCT11,7,LFCR,1220,LFPO,1335,BCRJ,N,,,
AF,5682,,AFR,5682,28MAR11,28OCT11,12345,LFCR,0810,LFPO,0925,BCRJ,N,,,
AF,5683,,AFR,5683,27MAR11,28OCT11,123457,LFPO,1430,LFCR,1535,BCRJ,N,,,
AF,5684,,AFR,5684,27MAR11,28OCT11,123457,LFCR,1610,LFPO,1725,BCRJ,N,,,
AF,5685,,AFR,5685,27MAR11,28OCT11,123457,LFPO,1800,LFCR,1905,BCRJ,N,,,
AF,5688,,AFR,5688,25JUN11,03SEP11,6,LFKJ,1025,LFMT,1145,BAT5,N,,,
AF,5689,,AFR,5689,25JUN11,03SEP11,6,LFMT,0830,LFKJ,0945,BAT5,N,,,
AF,5696,,AFR,5696,02APR11,17SEP11,6,LFKJ,1810,LFRS,2000,CRJ2,N,,,
AF,5697,,AFR,5697,02APR11,17SEP11,6,LFRS,1545,LFKJ,1725,CRJ2,N,,,
AF,5698,,AFR,5698,08MAY11,19JUN11,7,LFKJ,0915,LFRS,1105,CRJ2,N,,,
AF,5698,,AFR,5698,26JUN11,04SEP11,7,LFKJ,0900,LFRS,1050,CRJ2,N,,,
AF,5698,,AFR,5698,16JUL11,03SEP11,6,LFKJ,0715,LFRS,0905,BCR7,N,,,
AF,5698,,AFR,5698,11SEP11,18SEP11,7,LFKJ,0915,LFRS,1105,CRJ2,N,,,
AF,5699,,AFR,5699,08MAY11,19JUN11,7,LFRS,0650,LFKJ,0830,CRJ2,N,,,
AF,5699,,AFR,5699,26JUN11,04SEP11,7,LFRS,0635,LFKJ,0815,CRJ2,N,,,
AF,5699,,AFR,5699,16JUL11,03SEP11,6,LFRS,0450,LFKJ,0630,BCR7,N,,,
AF,5699,,AFR,5699,11SEP11,18SEP11,7,LFRS,0650,LFKJ,0830,CRJ2,N,,,
AF,5700,,AFR,5700,28MAR11,28OCT11,12345,LFBT,0450,LFPO,0615,BCR7,N,,,
AF,5700,,AFR,5700,02APR11,29OCT11,6,LFBT,0525,LFPO,0650,BCR7,N,,,
AF,5701,,AFR,5701,28MAR11,28OCT11,12345,LFPO,0710,LFBT,0830,BCR7,N,,,
AF,5701,,AFR,5701,02APR11,29OCT11,6,LFPO,0745,LFBT,0905,BCR7,N,,,
AF,5702,,AFR,5702,27MAR11,23OCT11,7,LFBT,1205,LFPO,1330,BCR7,N,,,
AF,5702,,AFR,5702,28MAR11,28OCT11,12345,LFBT,0905,LFPO,1030,BCR7,N,,,
AF,5702,,AFR,5702,02APR11,29OCT11,6,LFBT,0945,LFPO,1110,BCR7,N,,,
AF,5703,,AFR,5703,27MAR11,28OCT11,123457,LFPO,1415,LFBT,1535,BCR7,N,,,
AF,5703,,AFR,5703,02APR11,29OCT11,6,LFPO,1155,LFBT,1315,BCR7,N,,,
AF,5704,,AFR,5704,27MAR11,28OCT11,123457,LFBT,1615,LFPO,1740,BCR7,N,,,
AF,5705,,AFR,5705,27MAR11,28OCT11,123457,LFPO,1815,LFBT,1935,BCR7,N,,,
AF,5706,,AFR,5706,27MAR11,29OCT11,1234567,LFRN,1400,LFPG,1515,BAT7,N,,,
AF,5707,,AFR,5707,27MAR11,29OCT11,1234567,LFPG,0700,LFRN,0810,BAT7,N,,,
AF,5720,,AFR,5720,27MAR11,29OCT11,1234567,LFRN,0505,LFPG,0620,BAT7,N,,,
AF,5721,,AFR,5721,27MAR11,29OCT11,1234567,LFPG,1125,LFRN,1235,BAT7,N,,,
AF,5722,,AFR,5722,27MAR11,29OCT11,1234567,LFRN,0840,LFPG,0955,BAT7,N,,,
AF,5723,,AFR,5723,27MAR11,28OCT11,123457,LFPG,1800,LFRN,1910,BAT7,N,,,
AF,5723,,AFR,5723,02APR11,29OCT11,6,LFPG,1630,LFRN,1740,BAT7,N,,,
AF,5724,,AFR,5724,28MAR11,29OCT11,123456,LFRK,0435,LFLL,0545,BCR7,N,,,
AF,5725,,AFR,5725,28MAR11,28OCT11,12345,LFLL,0640,LFRK,0755,BCR7,N,,,
AF,5725,,AFR,5725,02APR11,29OCT11,6,LFLL,0640,LFRK,0755,BCRJ,N,,,
AF,5728,,AFR,5728,27MAR11,28OCT11,123457,LFRK,1545,LFLL,1700,BCR7,N,,,
AF,5729,,AFR,5729,27MAR11,28OCT11,123457,LFLL,1805,LFRK,1920,BCR7,N,,,
AF,5730,,AFR,5730,28MAR11,28OCT11,12345,LFBL,0435,LFLL,0535,BAT4,N,,,
AF,5731,,AFR,5731,28MAR11,28OCT11,12345,LFLL,0630,LFBL,0735,BAT4,N,,,
AF,5732,,AFR,5732,27MAR11,12JUN11,67,LFRK,1125,LFLL,1240,BCRJ,N,,,
AF,5732,,AFR,5732,28MAR11,28OCT11,12345,LFRK,1125,LFLL,1240,BCR7,N,,,
AF,5732,,AFR,5732,19JUN11,04SEP11,7,LFRK,1125,LFLL,1240,BCRJ,N,,,
AF,5732,,AFR,5732,10SEP11,29OCT11,67,LFRK,1125,LFLL,1240,BCRJ,N,,,
AF,5733,,AFR,5733,27MAR11,28OCT11,123457,LFLL,1335,LFRK,1450,BCR7,N,,,
AF,5733,,AFR,5733,02APR11,11JUN11,6,LFLL,1335,LFRK,1450,BCRJ,N,,,
AF,5733,,AFR,5733,10SEP11,29OCT11,6,LFLL,1335,LFRK,1450,BCRJ,N,,,
AF,5734,,AFR,5734,27MAR11,28OCT11,123457,LFBL,1615,LFLL,1720,BAT4,N,,,
AF,5735,,AFR,5735,27MAR11,28OCT11,123457,LFLL,1815,LFBL,1920,BAT4,N,,,
AF,5740,,AFR,5740,28MAR11,28OCT11,12345,LFRN,0430,LFBO,0540,BCRJ,N,,,
AF,5740,,AFR,5740,02APR11,29OCT11,6,LFRN,0530,LFBO,0640,BCRJ,N,,,
AF,5741,,AFR,5741,28MAR11,28OCT11,12345,LFBO,0615,LFRN,0725,BCRJ,N,,,
AF,5741,,AFR,5741,02APR11,29OCT11,6,LFBO,0715,LFRN,0825,BCRJ,N,,,
AF,5742,,AFR,5742,27MAR11,23OCT11,7,LFRN,1220,LFBO,1330,BCRJ,N,,,
AF,5742,,AFR,5742,28MAR11,28OCT11,12345,LFRN,1300,LFBO,1410,BCRJ,N,,,
AF,5743,,AFR,5743,27MAR11,23OCT11,7,LFBO,1410,LFRN,1520,BCRJ,N,,,
AF,5743,,AFR,5743,28MAR11,28OCT11,12345,LFBO,1450,LFRN,1600,BCRJ,N,,,
AF,5744,,AFR,5744,27MAR11,23OCT11,7,LFRN,1555,LFBO,1705,BCRJ,N,,,
AF,5744,,AFR,5744,28MAR11,28OCT11,12345,LFRN,1635,LFBO,1745,BCRJ,N,,,
AF,5745,,AFR,5745,27MAR11,23OCT11,7,LFBO,1840,LFRN,1950,BCRJ,N,,,
AF,5745,,AFR,5745,28MAR11,28OCT11,12345,LFBO,1820,LFRN,1930,BCRJ,N,,,
AF,5746,,AFR,5746,27MAR11,28OCT11,123457,LFMN,1420,LFRN,1600,BCRJ,N,,,
AF,5746,,AFR,5746,02APR11,29OCT11,6,LFMN,1550,LFRN,1730,BCRJ,N,,,
AF,5747,,AFR,5747,27MAR11,23OCT11,7,LFRN,0720,LFMN,0855,BCRJ,N,,,
AF,5747,,AFR,5747,28MAR11,28OCT11,12345,LFRN,1210,LFMN,1345,BCRJ,N,,,
AF,5747,,AFR,5747,02APR11,29OCT11,6,LFRN,0845,LFMN,1020,BCRJ,N,,,
AF,5748,,AFR,5748,18JUN11,03SEP11,6,LFRK,0900,LFMN,1040,BCRJ,N,,,
AF,5749,,AFR,5749,18JUN11,03SEP11,6,LFMN,1130,LFRK,1310,BCRJ,N,,,
AF,5750,,AFR,5750,28MAR11,29OCT11,123456,LFRN,0440,LFLL,0555,CRJ2,N,,,
AF,5751,,AFR,5751,28MAR11,28OCT11,12345,LFLL,0645,LFRN,0810,CRJ2,N,,,
AF,5751,,AFR,5751,02APR11,29OCT11,6,LFLL,0645,LFRN,0810,BCRJ,N,,,
AF,5754,,AFR,5754,27MAR11,23OCT11,7,LFRN,1540,LFLL,1655,BCRJ,N,,,
AF,5754,,AFR,5754,28MAR11,28OCT11,12345,LFRN,1540,LFLL,1655,CRJ2,N,,,
AF,5755,,AFR,5755,27MAR11,28OCT11,123457,LFLL,1810,LFRN,1930,CRJ2,N,,,
AF,5756,,AFR,5756,27MAR11,25JUN11,67,LFRN,1125,LFLL,1240,BCRJ,N,,,
AF,5756,,AFR,5756,28MAR11,28OCT11,12345,LFRN,1125,LFLL,1240,CRJ2,N,,,
AF,5756,,AFR,5756,26JUN11,04SEP11,7,LFRN,1125,LFLL,1240,BCR7,N,,,
AF,5756,,AFR,5756,02JUL11,10SEP11,6,LFRN,1125,LFLL,1240,BCRJ,N,,,
AF,5756,,AFR,5756,11SEP11,29OCT11,67,LFRN,1125,LFLL,1240,BCRJ,N,,,
AF,5757,,AFR,5757,27MAR11,19JUN11,67,LFLL,1330,LFRN,1455,BCRJ,N,,,
AF,5757,,AFR,5757,28MAR11,28OCT11,12345,LFLL,1330,LFRN,1455,CRJ2,N,,,
AF,5757,,AFR,5757,25JUN11,03SEP11,6,LFLL,1330,LFRN,1455,BCR7,N,,,
AF,5757,,AFR,5757,26JUN11,04SEP11,7,LFLL,1330,LFRN,1455,BCRJ,N,,,
AF,5757,,AFR,5757,10SEP11,29OCT11,67,LFLL,1330,LFRN,1455,BCRJ,N,,,
AF,5760,,AFR,5760,28MAR11,29OCT11,123456,LFML,0640,LFRS,0805,CRJ2,N,,,
AF,5761,,AFR,5761,28MAR11,29OCT11,123456,LFRS,0440,LFML,0600,CRJ2,N,,,
AF,5762,,AFR,5762,27MAR11,28OCT11,123457,LFML,1440,LFRS,1605,CRJ2,N,,,
AF,5762,,AFR,5762,25JUN11,09JUL11,6,LFML,1440,LFRS,1605,BCR7,N,,,
AF,5762,,AFR,5762,16JUL11,03SEP11,6,LFML,1540,LFRS,1705,BCR7,N,,,
AF,5763,,AFR,5763,27MAR11,28OCT11,123457,LFRS,1240,LFML,1400,CRJ2,N,,,
AF,5763,,AFR,5763,25JUN11,09JUL11,6,LFRS,1240,LFML,1400,BCR7,N,,,
AF,5763,,AFR,5763,16JUL11,03SEP11,6,LFRS,1340,LFML,1500,BCR7,N,,,
AF,5764,,AFR,5764,27MAR11,28OCT11,123457,LFML,1845,LFRS,2010,CRJ2,N,,,
AF,5765,,AFR,5765,27MAR11,28OCT11,123457,LFRS,1645,LFML,1805,CRJ2,N,,,
AF,5766,,AFR,5766,27MAR11,24JUN11,123457,LFML,1035,LFRS,1200,BCR7,N,,,
AF,5766,,AFR,5766,02APR11,18JUN11,6,LFML,1035,LFRS,1200,CRJ2,N,,,
AF,5766,,AFR,5766,25JUN11,15JUL11,123456,LFML,1035,LFRS,1200,BCR7,N,,,
AF,5766,,AFR,5766,26JUN11,04SEP11,7,LFML,1035,LFRS,1200,CRJ2,N,,,
AF,5766,,AFR,5766,16JUL11,03SEP11,6,LFML,1135,LFRS,1300,BCR7,N,,,
AF,5766,,AFR,5766,18JUL11,09SEP11,12345,LFML,1035,LFRS,1200,BCR7,N,,,
AF,5766,,AFR,5766,10SEP11,29OCT11,6,LFML,1035,LFRS,1200,CRJ2,N,,,
AF,5766,,AFR,5766,11SEP11,28OCT11,123457,LFML,1035,LFRS,1200,BCR7,N,,,
AF,5767,,AFR,5767,27MAR11,24JUN11,123457,LFRS,0840,LFML,1000,BCR7,N,,,
AF,5767,,AFR,5767,02APR11,18JUN11,6,LFRS,0840,LFML,1000,CRJ2,N,,,
AF,5767,,AFR,5767,25JUN11,15JUL11,123456,LFRS,0840,LFML,1000,BCR7,N,,,
AF,5767,,AFR,5767,26JUN11,04SEP11,7,LFRS,0840,LFML,1000,CRJ2,N,,,
AF,5767,,AFR,5767,16JUL11,03SEP11,6,LFRS,0940,LFML,1100,BCR7,N,,,
AF,5767,,AFR,5767,18JUL11,09SEP11,12345,LFRS,0840,LFML,1000,BCR7,N,,,
AF,5767,,AFR,5767,10SEP11,29OCT11,6,LFRS,0840,LFML,1000,CRJ2,N,,,
AF,5767,,AFR,5767,11SEP11,28OCT11,123457,LFRS,0840,LFML,1000,BCR7,N,,,
AF,5768,,AFR,5768,28MAR11,28OCT11,12345,LFST,1500,LFRS,1625,BCRJ,N,,,
AF,5769,,AFR,5769,28MAR11,28OCT11,12345,LFRS,1250,LFST,1410,BCRJ,N,,,
AF,5770,,AFR,5770,28MAR11,28OCT11,12345,LFST,0650,LFRS,0815,BCRJ,N,,,
AF,5770,,AFR,5770,02APR11,09JUL11,6,LFST,0750,LFRS,0915,BCRJ,N,,,
AF,5770,,AFR,5770,16JUL11,03SEP11,6,LFST,0950,LFRS,1115,BCRJ,N,,,
AF,5770,,AFR,5770,10SEP11,29OCT11,6,LFST,0750,LFRS,0915,BCRJ,N,,,
AF,5771,,AFR,5771,28MAR11,28OCT11,12345,LFRS,0500,LFST,0620,BCRJ,N,,,
AF,5771,,AFR,5771,02APR11,09JUL11,6,LFRS,0600,LFST,0720,BCRJ,N,,,
AF,5771,,AFR,5771,16JUL11,03SEP11,6,LFRS,0755,LFST,0915,BCRJ,N,,,
AF,5771,,AFR,5771,10SEP11,29OCT11,6,LFRS,0600,LFST,0720,BCRJ,N,,,
AF,5772,,AFR,5772,27MAR11,28OCT11,123457,LFST,1845,LFRS,2010,BCRJ,N,,,
AF,5773,,AFR,5773,27MAR11,28OCT11,123457,LFRS,1655,LFST,1815,BCRJ,N,,,
AF,5778,,AFR,5778,25JUN11,03SEP11,6,LFRN,1535,LFKF,1735,BCR7,N,,,
AF,5779,,AFR,5779,25JUN11,03SEP11,6,LFKF,1815,LFRN,2015,BCR7,N,,,
AF,5780,,AFR,5780,27MAR11,23OCT11,7,LFLL,1350,LFST,1450,BCRJ,N,,,
AF,5780,,AFR,5780,28MAR11,28OCT11,12345,LFLL,1350,LFST,1450,CRJ2,N,,,
AF,5781,,AFR,5781,27MAR11,23OCT11,7,LFST,1135,LFLL,1235,CRJ2,N,,,
AF,5781,,AFR,5781,28MAR11,28OCT11,12345,LFST,1205,LFLL,1305,CRJ2,N,,,
AF,5782,,AFR,5782,27MAR11,28OCT11,123457,LFLL,1800,LFST,1900,CRJ2,N,,,
AF,5783,,AFR,5783,27MAR11,23OCT11,7,LFST,1600,LFLL,1700,BCRJ,N,,,
AF,5783,,AFR,5783,28MAR11,28OCT11,12345,LFST,1600,LFLL,1700,CRJ2,N,,,
AF,5784,,AFR,5784,28MAR11,29OCT11,123456,LFLL,0630,LFST,0730,CRJ2,N,,,
AF,5785,,AFR,5785,28MAR11,29OCT11,123456,LFST,0445,LFLL,0545,CRJ2,N,,,
AF,5790,,AFR,5790,28MAR11,29OCT11,123456,LFRB,0430,LFLL,0600,BCR7,N,,,
AF,5791,,AFR,5791,28MAR11,29OCT11,123456,LFLL,0640,LFRB,0815,BCR7,N,,,
AF,5792,,AFR,5792,27MAR11,25JUN11,1234567,LFRB,1110,LFLL,1235,BCR7,N,,,
AF,5792,,AFR,5792,26JUN11,04SEP11,7,LFRB,1110,LFLL,1235,BCRJ,N,,,
AF,5792,,AFR,5792,27JUN11,10SEP11,123456,LFRB,1110,LFLL,1235,BCR7,N,,,
AF,5792,,AFR,5792,11SEP11,29OCT11,1234567,LFRB,1110,LFLL,1235,BCR7,N,,,
AF,5793,,AFR,5793,27MAR11,24JUN11,1234567,LFLL,1315,LFRB,1445,BCR7,N,,,
AF,5793,,AFR,5793,25JUN11,03SEP11,6,LFLL,1315,LFRB,1445,BCRJ,N,,,
AF,5793,,AFR,5793,26JUN11,09SEP11,123457,LFLL,1315,LFRB,1445,BCR7,N,,,
AF,5793,,AFR,5793,10SEP11,29OCT11,1234567,LFLL,1315,LFRB,1445,BCR7,N,,,
AF,5796,,AFR,5796,27MAR11,28OCT11,123457,LFRB,1550,LFLL,1720,BCR7,N,,,
AF,5797,,AFR,5797,27MAR11,28OCT11,123457,LFLL,1755,LFRB,1925,BCR7,N,,,
AF,5798,,AFR,5798,27MAR11,23OCT11,7,LFMN,0930,LFRB,1125,BCRJ,N,,,
AF,5798,,AFR,5798,02APR11,29OCT11,6,LFMN,1100,LFRB,1255,BCRJ,N,,,
AF,5799,,AFR,5799,27MAR11,23OCT11,7,LFRB,1200,LFMN,1345,BCRJ,N,,,
AF,5799,,AFR,5799,02APR11,29OCT11,6,LFRB,1330,LFMN,1515,BCRJ,N,,,
AF,5800,,AFR,5800,28MAR11,29OCT11,123456,LFMT,0445,LFLL,0540,BAT5,N,,,
AF,5801,,AFR,5801,28MAR11,29OCT11,123456,LFLL,0650,LFMT,0750,BAT5,N,,,
AF,5802,,AFR,5802,28MAR11,28OCT11,12345,LFMT,1150,LFLL,1245,BAT5,N,,,
AF,5803,,AFR,5803,28MAR11,28OCT11,12345,LFLL,1345,LFMT,1445,BAT5,N,,,
AF,5804,,AFR,5804,27MAR11,28OCT11,123457,LFMT,1600,LFLL,1655,BAT5,N,,,
AF,5805,,AFR,5805,27MAR11,28OCT11,123457,LFLL,1815,LFMT,1915,BAT5,N,,,
AF,5806,,AFR,5806,21MAY11,18JUN11,6,LFKF,1120,LFQQ,1315,BCR7,N,,,
AF,5806,,AFR,5806,25JUN11,03SEP11,6,LFKF,1120,LFQQ,1315,CRJ2,N,,,
AF,5806,,AFR,5806,10SEP11,17SEP11,6,LFKF,1120,LFQQ,1315,BCR7,N,,,
AF,5807,,AFR,5807,21MAY11,18JUN11,6,LFQQ,1400,LFKF,1600,BCR7,N,,,
AF,5807,,AFR,5807,25JUN11,03SEP11,6,LFQQ,1400,LFKF,1600,CRJ2,N,,,
AF,5807,,AFR,5807,10SEP11,17SEP11,6,LFQQ,1400,LFKF,1600,BCR7,N,,,
AF,5820,,AFR,5820,27MAR11,23OCT11,7,LIRF,1540,LFLL,1720,CRJ2,N,,,
AF,5820,,AFR,5820,28MAR11,28OCT11,12345,LIRF,1540,LFLL,1720,BCR7,N,,,
AF,5821,,AFR,5821,27MAR11,23OCT11,7,LFLL,1320,LIRF,1450,CRJ2,N,,,
AF,5821,,AFR,5821,28MAR11,28OCT11,12345,LFLL,1320,LIRF,1450,BCR7,N,,,
AF,5822,,AFR,5822,28MAR11,28OCT11,12345,LIRF,1055,LFLL,1230,BCR7,N,,,
AF,5822,,AFR,5822,02APR11,29OCT11,6,LIRF,1055,LFLL,1230,CRJ2,N,,,
AF,5823,,AFR,5823,28MAR11,28OCT11,12345,LFLL,0645,LIRF,0815,BCR7,N,,,
AF,5823,,AFR,5823,02APR11,29OCT11,6,LFLL,0645,LIRF,0815,CRJ2,N,,,
AF,5826,,AFR,5826,25JUN11,03SEP11,6,LFKF,1425,LFST,1600,CRJ2,N,,,
AF,5827,,AFR,5827,25JUN11,03SEP11,6,LFST,1210,LFKF,1340,CRJ2,N,,,
AF,5842,,AFR,5842,27MAR11,29OCT11,1234567,LIMJ,1130,LFPG,1300,BCR7,N,,,
AF,5843,,AFR,5843,27MAR11,29OCT11,1234567,LFPG,1345,LIMJ,1520,BCR7,N,,,
AF,5844,,AFR,5844,27MAR11,29OCT11,1234567,LIMJ,1555,LFPG,1725,BCR7,N,,,
AF,5845,,AFR,5845,27MAR11,29OCT11,1234567,LFPG,1830,LIMJ,2005,BCR7,N,,,
AF,5846,,AFR,5846,27MAR11,29OCT11,1234567,LIMJ,0530,LFPG,0710,BCR7,N,,,
AF,5847,,AFR,5847,27MAR11,29OCT11,1234567,LFPG,0815,LIMJ,0950,BCR7,N,,,
AF,5850,,AFR,5850,28MAR11,29OCT11,123456,EGNT,0530,LFPG,0720,BCR7,N,,,
AF,5851,,AFR,5851,27MAR11,29OCT11,1234567,LFPG,0815,EGNT,0955,BCR7,N,,,
AF,5852,,AFR,5852,27MAR11,29OCT11,1234567,EGNT,1055,LFPG,1235,BCR7,N,,,
AF,5853,,AFR,5853,27MAR11,28OCT11,123457,LFPG,1340,EGNT,1515,BCR7,N,,,
AF,5854,,AFR,5854,27MAR11,28OCT11,123457,EGNT,1550,LFPG,1730,BCR7,N,,,
AF,5855,,AFR,5855,27MAR11,28OCT11,123457,LFPG,1830,EGNT,2005,BCR7,N,,,
AF,5874,,AFR,5874,27MAR11,28OCT11,123457,LFLL,1325,EDDL,1450,BCRJ,N,,,
AF,5875,,AFR,5875,28MAR11,29OCT11,123456,EDDL,1100,LFLL,1235,BCRJ,N,,,
AF,5876,,AFR,5876,28MAR11,29OCT11,123456,LFLL,0635,EDDL,0800,BCRJ,N,,,
AF,5877,,AFR,5877,28MAR11,29OCT11,123456,EDDL,0425,LFLL,0555,BCRJ,N,,,
AF,5878,,AFR,5878,27MAR11,28OCT11,123457,LFLL,1755,EDDL,1920,BCRJ,N,,,
AF,5879,,AFR,5879,27MAR11,28OCT11,123457,EDDL,1530,LFLL,1705,BCRJ,N,,,
AF,5894,,AFR,5894,27MAR11,28OCT11,123457,LFLL,1805,LEBL,1925,BCRJ,N,,,
AF,5895,,AFR,5895,28MAR11,29OCT11,123456,LEBL,0435,LFLL,0555,BCRJ,N,,,
AF,5898,,AFR,5898,27MAR11,23OCT11,7,LFLL,1335,LEBL,1455,BCR7,N,,,
AF,5898,,AFR,5898,28MAR11,28OCT11,12345,LFLL,1335,LEBL,1455,BCRJ,N,,,
AF,5899,,AFR,5899,28MAR11,28OCT11,12345,LEBL,1100,LFLL,1220,BCRJ,N,,,
AF,5899,,AFR,5899,02APR11,29OCT11,6,LEBL,1100,LFLL,1220,BCR7,N,,,
AF,5901,,AFR,5901,28MAR11,28OCT11,12345,LFLL,0655,LKPR,0840,BCRJ,N,,,
AF,5901,,AFR,5901,02APR11,29OCT11,6,LFLL,0655,LKPR,0840,BCR7,N,,,
AF,5902,,AFR,5902,28MAR11,28OCT11,12345,LKPR,1045,LFLL,1225,BCRJ,N,,,
